NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,postcode_cleaned,house_number,latitude,longitude,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,CODE_STAND_RECORD
17QS01,D,ILOC,basisschool De Sleutelbloem,Kennedylaan 1.0 ,2324er,1,52.1418931,4.4750704,2324ER,LEIDEN,Zuid-Holland,Closed,International Education Center,32.0,1980s,2010s,1985-08-01 to 2017-08-01,1985-08-01,2017-08-01,H
12JI01,D,ILOC,RK basisschool Het Spectrum,Polluxstraat 2.0 ,2402bt,2,52.141903,4.672626,2402BT,ALPHEN AAN DEN RIJN,Zuid-Holland,Closed,International Education Center,21.3,1980s,2000s,1985-08-01 to 2006-11-17,1985-08-01,2006-11-17,H
10FU01,D,ILOC,locatie Hazenbosch,Dokter J.C. Boswijklaan 10.0 ,3734ea,10,52.1419317,5.2372906,3734EA,DEN DOLDER,Utrecht,Closed,International Education Center,16.0,1980s,2000s,1985-08-01 to 2001-08-01,1985-08-01,2001-08-01,H
25GV16,D,ILOC,Barneveld,Barnseweg 3.0 ,3771rn,3,52.1419576,5.5994858,3771RN,BARNEVELD,Gelderland,Closed,International Education Center,14.4,1990s,2010s,1995-08-01 to 2010-01-01,1995-08-01,2010-01-01,H
29ED00,D,ILOC,Muziekschool Barneveld,Nieuwe Markt 6.0 ,3771cb,6,52.142373,5.5851431,3771CB,BARNEVELD,Gelderland,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
02AC01,D,ILOC,Koningin Emma-VSO,Heiligenbergerweg 185.0 ,3816aj,185,52.1433117,5.4047392,3816AJ,AMERSFOORT,Utrecht,Closed,International Education Center,111.0,1900s,2010s,1900-01-01 to 2011-01-01,1900-01-01,2011-01-01,H
16DD01,D,ILOC,basisschool De Mare,Meteoorlaan 1.0 ,2402wc,1,52.14407250000001,4.663211,2402WC,ALPHEN AAN DEN RIJN,Zuid-Holland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
06GE02,D,ILOC,Reguliere vrije school De Berkel,Tengnagelshoek 9.0 ,7201ne,9,52.1442197,6.1997969,7201NE,ZUTPHEN,Gelderland,Closed,International Education Center,19.8,1980s,2000s,1985-08-01 to 2005-05-25,1985-08-01,2005-05-25,H
05YX11,D,ILOC,Parkschool Cardea Campus,Henry Dunantweg 5.0  - 7,2402nm,5,52.1443069,4.6602014,2402NM,ALPHEN AAN DEN RIJN,Zuid-Holland,Closed,International Education Center,2.6,2010s,2010s,2011-01-01 to 2013-08-01,2011-01-01,2013-08-01,H
09YB01,D,ILOC,Dislocatie,Jacob Catsstraat 82.0  1,3771gm,82,52.1443344,5.570211,3771GM,BARNEVELD,Gelderland,Closed,International Education Center,27.4,1980s,2010s,1985-08-01 to 2013-01-01,1985-08-01,2013-01-01,H
16AA02,D,ILOC,PCBS De Stromen loc. Lupinesingel 23,Lupinesingel 23.0 ,2403cm,23,52.1445083,4.6796156,2403CM,ALPHEN AAN DEN RIJN,Zuid-Holland,Closed,International Education Center,26.0,1980s,2010s,1985-08-01 to 2011-08-01,1985-08-01,2011-08-01,H
16NK02,D,ILOC,Vrije School De IJssel,Dieserstraat 52.0 ,7201nb,52,52.1445282,6.1988683,7201NB,ZUTPHEN,Gelderland,Closed,International Education Center,29.8,1970s,2000s,1979-05-01 to 2009-03-04,1979-05-01,2009-03-04,H
15WT01,D,ILOC,obs De Wiekslag (School voor Kinderen Uitgenodigde Vluchtelingen),Daam Fockemalaan 22.0 ,3818kg,22,52.1445613,5.3520017,3818KG,AMERSFOORT,Utrecht,Closed,International Education Center,28.0,1980s,2010s,1985-08-01 to 2013-08-01,1985-08-01,2013-08-01,H
06UT01,D,ILOC,Vrije School Rudolf Steiner,Cesar Franckstraat 9.0 ,2324jm,9,52.1445847,4.4675556,2324JM,LEIDEN,Zuid-Holland,Closed,International Education Center,26.0,1980s,2010s,1985-08-01 to 2011-08-01,1985-08-01,2011-08-01,H
20IZ01,D,ILOC,"rkbs De Kameleon, locatie Den Dolder",Dolderseweg 167.0 A,3734bh,167,52.1449923,5.237336,3734BH,DEN DOLDER,Utrecht,Closed,International Education Center,25.0,1980s,2010s,1985-08-01 to 2010-08-01,1985-08-01,2010-08-01,H
04EF01,D,ILOC,Prisma VSO,Boterbloemweg 21.0 B,2403tr,21,52.1450095,4.687266999999999,2403TR,ALPHEN AAN DEN RIJN,Zuid-Holland,Closed,International Education Center,1.0,2010s,2010s,2010-01-01 to 2011-01-01,2010-01-01,2011-01-01,H
23EW02,D,ILOC,"Wereldkidz Palet, loc. Troelstra",Troelstrastraat 58.0 ,3601wd,58,52.14574469999999,5.0447918,3601WD,MAARSSEN,Utrecht,Closed,International Education Center,27.0,1980s,2010s,1989-08-01 to 2016-08-01,1989-08-01,2016-08-01,H
15KV01,D,ILOC,Openbare Basisschool De Arcade,Octavialaan 61.0 ,2314bn,61,52.14663729999999,4.5144275,2314BN,LEIDEN,Zuid-Holland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
15KV01,D,ILOC,Openbare Basisschool De Arcade,Octavialaan 59.0 ,2314bn,59,52.1468329,4.515068299999999,2314BN,LEIDEN,Zuid-Holland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
01OE38,D,ILOC,Wellantcollege (IVO Amersfoort),Vondellaan 28.0 ,3818wp,28,52.14690720000001,5.3752413,3818WP,AMERSFOORT,Utrecht,Closed,International Education Center,90.5,1910s,2000s,1914-12-30 to 2005-07-01,1914-12-30,2005-07-01,H
03JS01,D,ILOC,Vrije school de Zwaan,Valckstraat 30.0 ,7203gc,30,52.14694189999999,6.214727099999999,7203GC,ZUTPHEN,Gelderland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
06GE01,D,ILOC,Tobiasgaard (Sbao voorziening),Valckstraat 32.0 ,7203gc,32,52.1470594,6.214108500000001,7203GC,ZUTPHEN,Gelderland,Closed,International Education Center,24.7,1980s,2010s,1985-08-01 to 2010-04-01,1985-08-01,2010-04-01,H
00OQ01,D,ILOC,dependance Johan Wagenaarlaan 14,Johan Wagenaarlaan 14.0 ,2324xd,14,52.1478498,4.4684362,2324XD,LEIDEN,Zuid-Holland,Closed,International Education Center,109.6,1900s,2000s,1900-01-01 to 2009-08-01,1900-01-01,2009-08-01,H
09YB01,D,ILOC,Dislocatie,Iepenhof 29.0 ,3771xa,29,52.1480562,5.585012799999999,3771XA,BARNEVELD,Gelderland,Closed,International Education Center,27.4,1980s,2010s,1985-08-01 to 2013-01-01,1985-08-01,2013-01-01,H
20DH02,D,ILOC,"Stedelijk Daltoncollege Zutphen VMBO, locatie Wijnhofstraat",Wijnhofstraat 1.0 ,7203dv,1,52.1483151,6.2233051,7203DV,ZUTPHEN,Gelderland,Closed,International Education Center,113.6,1900s,2010s,1900-01-01 to 2013-08-01,1900-01-01,2013-08-01,H
29EF00,D,ILOC,Muziekschool de Muzehof,Coehoornsingel 1.0 ,7201aa,1,52.1483395,6.2013693,7201AA,ZUTPHEN,Gelderland,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
15ML01,D,ILOC,rkbs St. Caecilia,Rossinistraat 7.0 ,3816lz,7,52.1484191,5.405583099999999,3816LZ,AMERSFOORT,Utrecht,Closed,International Education Center,32.1,1980s,2010s,1985-08-01 to 2017-09-01,1985-08-01,2017-09-01,H
12JI04,D,ILOC,Het Spectrum,Essenburg 24.0 ,2402kp,24,52.1485425,4.6742513,2402KP,ALPHEN AAN DEN RIJN,Zuid-Holland,Closed,International Education Center,15.0,1980s,2000s,1985-08-01 to 2000-08-01,1985-08-01,2000-08-01,H
02FN02,D,ILOC,De Weerklank,Obrechtstraat 4.0 ,2324vn,4,52.1485783,4.473527499999999,2324VN,LEIDEN,Zuid-Holland,Closed,International Education Center,111.0,1900s,2010s,1900-01-01 to 2011-01-01,1900-01-01,2011-01-01,H
12JI03,D,ILOC,RK basisschool Het Spectrum,Honingzwam 6.0 ,2403hn,6,52.1487527,4.683494899999999,2403HN,ALPHEN AAN DEN RIJN,Zuid-Holland,Closed,International Education Center,27.0,1980s,2010s,1985-08-01 to 2012-08-01,1985-08-01,2012-08-01,H
08TE01,D,ILOC,pcbs Prins Willem Alexander (loc. Randenbroek),Weberstraat 5.0 ,3816va,5,52.149538,5.4084403,3816VA,AMERSFOORT,Utrecht,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
05VO02,D,ILOC,nbbs Pallas Athene,Van Limburg Stirumlaan 15.0 ,3818jd,15,52.1500066,5.3664553,3818JD,AMERSFOORT,Utrecht,Closed,International Education Center,20.0,1980s,2000s,1985-08-01 to 2005-08-01,1985-08-01,2005-08-01,H
17QS01,D,ILOC,basisschool De Sleutelbloem,Boshuizerkade 119.0 ,2321tz,119,52.1503582,4.476980699999999,2321TZ,LEIDEN,Zuid-Holland,Closed,International Education Center,32.0,1980s,2010s,1985-08-01 to 2017-08-01,1985-08-01,2017-08-01,H
04WU01,D,ILOC,rkbs School op de Berg,Thorbeckeplein 1.0 ,3818jl,1,52.1506081,5.368068,3818JL,AMERSFOORT,Utrecht,Closed,International Education Center,20.0,1980s,2000s,1985-08-01 to 2005-08-01,1985-08-01,2005-08-01,H
16AU01,D,ILOC,basisschool De Burggraaf,Oppenheimstraat 4.0 ,2313je,4,52.1507435,4.5061683,2313JE,LEIDEN,Zuid-Holland,Closed,International Education Center,23.4,1980s,2000s,1985-08-01 to 2009-01-01,1985-08-01,2009-01-01,H
15ML02,D,ILOC,rkbs St. Caecilia,Wagnerstraat 8.0 ,3816wd,8,52.1507466,5.4062513,3816WD,AMERSFOORT,Utrecht,Closed,International Education Center,32.1,1980s,2010s,1985-08-01 to 2017-09-01,1985-08-01,2017-09-01,H
06JF01,D,ILOC,RK basisschool De Rietkraag,Achterweg 9.0 ,2421eb,9,52.1508185,4.777212,2421EB,NIEUWKOOP,Zuid-Holland,Closed,International Education Center,24.7,1980s,2010s,1985-08-01 to 2010-04-29,1985-08-01,2010-04-29,H
16AA01,D,ILOC,PCBS De Stromen loc. Batenstein,Batenstein 16.0 ,2403ph,16,52.1509407,4.6780501,2403PH,ALPHEN AAN DEN RIJN,Zuid-Holland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
20FB01,D,ILOC,Basisschool De Waaier,Voorsterallee 1.0 ,7203dn,1,52.1511145,6.2241051,7203DN,ZUTPHEN,Gelderland,Active,International Education Center,8.5,2010s,,2016-08-01 to Present,2016-08-01,,H
12JI02,D,ILOC,RK basisschool Het Spectrum,Batenstein 1.0 ,2403pk,1,52.151177,4.6736933,2403PK,ALPHEN AAN DEN RIJN,Zuid-Holland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
20DF08,D,ILOC,Da Vinci College loc. Noachstraat,Noachstraat 2.0 ,2324lt,2,52.15202180000001,4.4706921,2324LT,LEIDEN,Zuid-Holland,Closed,International Education Center,104.6,1900s,2000s,1900-01-01 to 2004-08-01,1900-01-01,2004-08-01,H
28YY00,D,ILOC,KCE: Kwaliteitscentrum Examinering,Berkenweg 11.0 ,3818la,11,52.1520702,5.377987,3818LA,AMERSFOORT,Utrecht,Closed,International Education Center,111.0,1900s,2010s,1900-01-01 to 2011-01-01,1900-01-01,2011-01-01,H
15ED01,D,ILOC,basisschool Kameleon,Mandenvlechter 14.0 -16,2401jj,14,52.1523048,4.6535682,2401JJ,ALPHEN AAN DEN RIJN,Zuid-Holland,Closed,International Education Center,35.0,1980s,2020s,1985-08-01 to 2020-08-01,1985-08-01,2020-08-01,H
14RC09,D,ILOC,Meerwegen Scholengroep Staf Bureau Stichting PCVOE,J.P. Sweelinckstraat 4.0 ,3816pb,4,52.1528003,5.4035692,3816PB,AMERSFOORT,Utrecht,Closed,International Education Center,103.8,1900s,2000s,1900-01-01 to 2003-10-24,1900-01-01,2003-10-24,H
02VD06,D,ILOC,"centrale directie Visser 't Hooft Lyceum,",Burggravenlaan 11.0 ,2313hm,11,52.1535673,4.5065097,2313HM,LEIDEN,Zuid-Holland,Closed,International Education Center,108.0,1900s,2000s,1900-01-01 to 2008-01-01,1900-01-01,2008-01-01,H
13EB01,D,ILOC,"Praktijkonderwijs Zutphen, locatie de Beugelwaard",Marsweg 115.0 -1,7202at,115,52.1543042,6.1899381,7202AT,ZUTPHEN,Gelderland,Closed,International Education Center,28.8,1970s,2000s,1979-04-01 to 2007-12-31,1979-04-01,2007-12-31,H
24HX29,D,ILOC,Luzac College Leiden,Garenmarkt 1.0 ,2311pg,1,52.1546491,4.4923144,2311PG,LEIDEN,Zuid-Holland,Closed,International Education Center,6.0,2000s,2010s,2007-08-01 to 2013-08-01,2007-08-01,2013-08-01,H
12MR02,D,ILOC,OBS De Hasselbraam,Hoogmadeseweg 70.0 ,2351cv,70,52.1548317,4.536394700000001,2351CV,LEIDERDORP,Zuid-Holland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
24HX29,D,ILOC,Luzac College Leiden,Garenmarkt 1.0 ,2311pg,1,52.1550299,4.4921186,2311PG,LEIDEN,Zuid-Holland,Closed,International Education Center,6.0,2000s,2010s,2007-08-01 to 2013-08-01,2007-08-01,2013-08-01,H
29HC00,D,ILOC,St.'t Iemenschoer,Sterrebosstraat 2.0 ,7481dd,2,52.1550508,6.744773599999999,7481DD,HAAKSBERGEN,Overijssel,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
20DF07,D,ILOC,OPDC,Da Costastraat 104.0 ,2321ar,104,52.15518480000001,4.4771095,2321AR,LEIDEN,Zuid-Holland,Active,International Education Center,125.1,1900s,,1900-01-01 to Present,1900-01-01,,H
14EM01,D,ILOC,De Toermalijn,Prins Frisolaan 12.0 a,7242gz,12,52.1552831,6.4050476,7242GZ,LOCHEM,Gelderland,Closed,International Education Center,26.7,1980s,2010s,1985-08-01 to 2012-05-01,1985-08-01,2012-05-01,H
20DH04,D,ILOC,Stedelijke SG Zutphen - loc.Zweedsestraat,Zweedsestraat 1.0 ,7202ck,1,52.1555923,6.206362599999999,7202CK,ZUTPHEN,Gelderland,Closed,International Education Center,100.1,1900s,2000s,1900-01-01 to 2000-02-01,1900-01-01,2000-02-01,H
25GV23,D,ILOC,Maartensdijk VMBO- Groen,Dierenriem 2.0 ,3738tr,2,52.1559094,5.1688766,3738TR,MAARTENSDIJK,Utrecht,Closed,International Education Center,8.5,1990s,2000s,1995-08-01 to 2004-01-17,1995-08-01,2004-01-17,H
16CI01,D,ILOC,Dr. Martin L. King,Isoldepad 2.0 ,3816rn,2,52.1563132,5.4116863,3816RN,AMERSFOORT,Utrecht,Closed,International Education Center,27.0,1980s,2010s,1985-08-01 to 2012-08-01,1985-08-01,2012-08-01,H
29LK00,D,ILOC,Pinksterbassischool De Voltreffer,Turkooislaan 131.0 ,2332rk,131,52.1567288,4.4581598,2332RK,LEIDEN,Zuid-Holland,Closed,International Education Center,109.3,1900s,2000s,1900-01-01 to 2009-05-01,1900-01-01,2009-05-01,H
02RF02,D,ILOC,Berg en Bosch-school VSO,Professor Bronkhorstlaan 22.0 ,3723mb,22,52.1567404,5.203308799999999,3723MB,BILTHOVEN,Utrecht,Closed,International Education Center,116.0,1900s,2010s,1900-01-01 to 2016-01-01,1900-01-01,2016-01-01,H
09VS01,D,ILOC,Onderwijs Centrum Leiden afd. Praktijkonderwijs,Ter Haarkade 1.0 ,2321as,1,52.15693650000001,4.4747337,2321AS,LEIDEN,Zuid-Holland,Closed,International Education Center,33.0,1980s,2010s,1980-08-01 to 2013-08-01,1980-08-01,2013-08-01,H
16CI02,D,ILOC,Dr. Martin L. King,Operaweg 94.0 -98,3816ee,94,52.1571028,5.4135574,3816EE,AMERSFOORT,Utrecht,Closed,International Education Center,27.0,1980s,2010s,1985-08-01 to 2012-08-01,1985-08-01,2012-08-01,H
05FB03,D,ILOC,Het Assink Lyceum,Mr.Eenhuisstraat 1.0 ,7481lm,1,52.1579841,6.7415062,7481LM,HAAKSBERGEN,Overijssel,Closed,International Education Center,24.7,1970s,2000s,1975-08-01 to 2000-03-27,1975-08-01,2000-03-27,H
01XA01,D,ILOC,"SBO De Werf, locatie Het Baken",James Cookstraat 10.0 ,3814xd,10,52.1580009,5.4023531,3814XD,AMERSFOORT,Utrecht,Closed,International Education Center,22.4,1980s,2000s,1986-08-01 to 2009-01-01,1986-08-01,2009-01-01,H
17QS02,D,ILOC,De Sleutelbloem,Storm Buysingstraat 18.0 A,2332vw,18,52.1585719,4.465682399999999,2332VW,LEIDEN,Zuid-Holland,Closed,International Education Center,4.0,2010s,2010s,2010-08-01 to 2014-08-01,2010-08-01,2014-08-01,H
17QS02,D,ILOC,De Sleutelbloem,Storm Buysingstraat 18.0 A,2332vw,18,52.1589168,4.4656104,2332VW,LEIDEN,Zuid-Holland,Closed,International Education Center,4.0,2010s,2010s,2010-08-01 to 2014-08-01,2010-08-01,2014-08-01,H
29HX00,D,ILOC,Streekmuziekschool Leiden e.o.,Rapenburg 22.0 ,2311ew,22,52.15895560000001,4.4854379,2311EW,LEIDEN,Zuid-Holland,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
16KH01,D,ILOC,"sbo Dr. M.v.d. Hoeve, loc. Magelhaenstraat",Magelhaenstraat 74.0 ,3814xp,74,52.1590078,5.4029669,3814XP,AMERSFOORT,Utrecht,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,A
12MR01,D,ILOC,OBS Prins Willem Alexander,Leeuwerikstraat 6.0 ,2352er,6,52.1592413,4.5245837,2352ER,LEIDERDORP,Zuid-Holland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
29FJ00,D,ILOC,Scholen in de Kunst RMA de Hof,Coninckstraat 58.0 ,3811wk,58,52.15925619999999,5.392904199999999,3811WK,AMERSFOORT,Utrecht,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
15YG01,D,ILOC,rkbs De Tafelronde,Schimmelpenninckkade 2.0 ,3813ad,2,52.15968900000001,5.386358,3813AD,AMERSFOORT,Utrecht,Closed,International Education Center,33.0,1980s,2010s,1985-08-01 to 2018-08-01,1985-08-01,2018-08-01,H
12MR01,D,ILOC,Openbare basisscholengemeenschap Leiderdorp loc. Pr. Willem Alexander,Leeuwerikstraat 2.0 ,2352er,2,52.1599236,4.5242036,2352ER,LEIDERDORP,Zuid-Holland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
24HX29,D,ILOC,Luzac College Leiden,Oude Rijn 59.0 ,2312hc,59,52.1601952,4.4974886,2312HC,LEIDEN,Zuid-Holland,Closed,International Education Center,6.0,2000s,2010s,2007-08-01 to 2013-08-01,2007-08-01,2013-08-01,H
11LF01,D,ILOC,Basisschool De Regenboog,Marjoleintuin 58.0 - 60,2353pl,58,52.1604663,4.538955899999999,2353PL,LEIDERDORP,Zuid-Holland,Active,International Education Center,8.5,2010s,,2016-08-01 to Present,2016-08-01,,H
03TN01,D,ILOC,Elckerlyc International Primary School,Klimopzoom 41.0 ,2353re,41,52.160602,4.5407733,2353RE,LEIDERDORP,Zuid-Holland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
12MR02,D,ILOC,dehasselbraam@tiscali.nl,Heelblaadjespad 17.0 ,2353pa,17,52.1607719,4.5391887,2353PA,LEIDERDORP,Zuid-Holland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
20DF06,D,ILOC,BTS,Vondellaan 35.0 ,2332aa,35,52.1609092,4.4728195,2332AA,LEIDEN,Zuid-Holland,Closed,International Education Center,100.6,1900s,2000s,1900-01-01 to 2000-08-01,1900-01-01,2000-08-01,H
05FB05,D,ILOC,Het Assink Lyceum (unit 1),Van Brakelstraat 1.0 ,7482vv,1,52.1612598,6.7412036,7482VV,HAAKSBERGEN,Overijssel,Closed,International Education Center,37.0,1970s,2010s,1975-08-01 to 2012-08-01,1975-08-01,2012-08-01,H
15HB01,D,ILOC,rkbs De Kubus,Noordewierweg 235.0 ,3812dh,235,52.1614184,5.3587652,3812DH,AMERSFOORT,Utrecht,Closed,International Education Center,38.0,1980s,2020s,1985-08-01 to 2023-08-01,1985-08-01,2023-08-01,H
00VV03,D,ILOC,Afdeling Kinderen Vosseveld,Birkstraat 84.0 ,3768hj,84,52.1615075,5.3137615,3768HJ,SOEST,Utrecht,Closed,International Education Center,37.6,1970s,2010s,1974-01-01 to 2011-08-01,1974-01-01,2011-08-01,H
15NJ01,D,ILOC,basisschool Lucas van Leyden,Sint Ursulasteeg 28.0 ,2312xa,28,52.1619374,4.4870136,2312XA,LEIDEN,Zuid-Holland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
15WT02,D,ILOC,obs De Wiekslag,Lageweg 8.0 ,3815vg,8,52.1619987,5.4084202,3815VG,AMERSFOORT,Utrecht,Closed,International Education Center,24.1,1980s,2000s,1985-08-01 to 2009-09-01,1985-08-01,2009-09-01,H
29HN00,D,ILOC,Stichting KIK,Oude Vest 45.0 ,2312xs,45,52.1622466,4.4894512,2312XS,LEIDEN,Zuid-Holland,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
00ML10,D,ILOC,Meridiaan College - Centrale directie,Hooglandseweg-Noord 55.0 ,3813vd,55,52.1630634,5.3867124,3813VD,AMERSFOORT,Utrecht,Closed,International Education Center,105.6,1900s,2000s,1900-01-01 to 2005-08-01,1900-01-01,2005-08-01,H
12MR01,D,ILOC,OBS Prins Willem Alexander,Wilddreef 2.0 ,2352cd,2,52.1632093,4.5275634,2352CD,LEIDERDORP,Zuid-Holland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
15NJ02,D,ILOC,Woutertje van Leyden,Houtmarkt 36.0 ,2312pz,36,52.1635298,4.498679099999999,2312PZ,LEIDEN,Zuid-Holland,Active,International Education Center,8.1,2010s,,2017-01-01 to Present,2017-01-01,,H
14MK01,D,ILOC,obs De Magneet,Dollardstraat 141.0 ,3812ev,141,52.1636841,5.3581397,3812EV,AMERSFOORT,Utrecht,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
29JA00,D,ILOC,Streekmuziekschool Rijnakkoord,Cor Gordijnsingel 2.0 ,2353gb,2,52.1639359,4.5293472,2353GB,LEIDERDORP,Zuid-Holland,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
17PO01,D,ILOC,basisschool De Dolfijn,Lusthoflaan 4.0 ,2316ja,4,52.1641191,4.504337599999999,2316JA,LEIDEN,Zuid-Holland,Closed,International Education Center,27.0,1980s,2010s,1985-08-01 to 2012-08-01,1985-08-01,2012-08-01,H
15KT01,D,ILOC,obs Vlindervallei,Zuiderkruis 4.0 ,3813va,4,52.1642152,5.384532699999999,3813VA,AMERSFOORT,Utrecht,Closed,International Education Center,26.0,1980s,2010s,1985-08-01 to 2011-08-01,1985-08-01,2011-08-01,H
07TH01,D,ILOC,De Vosseschans,Meester Jonkerpad 3.0 ,2461bs,3,52.16658229999999,4.7024298,2461BS,TER AAR,Zuid-Holland,Closed,International Education Center,24.1,1980s,2000s,1985-08-01 to 2009-09-01,1985-08-01,2009-09-01,H
18EB02,D,ILOC,"OBS Jacobswoude,locatie Het Kompas",Meester Jonkerpad 1.0 ,2461bs,1,52.1665974,4.7026849,2461BS,TER AAR,Zuid-Holland,Closed,International Education Center,36.0,1980s,2020s,1985-08-01 to 2021-08-01,1985-08-01,2021-08-01,H
14RC11,D,ILOC,"Meerwegen Scholengroep, vestiging Prisma College centrale opvangvoorziening",Magnesiumweg 4.0 ,3812pw,4,52.1668017,5.3614841,3812PW,AMERSFOORT,Utrecht,Closed,International Education Center,115.2,1900s,2010s,1900-01-01 to 2015-03-01,1900-01-01,2015-03-01,H
03TN01,D,ILOC,Elckerlyc International Primary School,Touwbaan 42.0 c,2352cz,42,52.16695259999999,4.5196315,2352CZ,LEIDERDORP,Zuid-Holland,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
00ML11,D,ILOC,"Meridiaan College, vestiging 't Hooghe Landt",Parelhoenstraat 4.0 ,3815ag,4,52.1669717,5.3979712,3815AG,AMERSFOORT,Utrecht,Closed,International Education Center,112.6,1900s,2010s,1900-01-01 to 2012-08-01,1900-01-01,2012-08-01,H
15WT03,D,ILOC,"obs ""De Wiekslag",Furglerplein 7.0 ,3815kz,7,52.16765299999999,5.415589100000001,3815KZ,AMERSFOORT,Utrecht,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
19UQ01,D,ILOC,"Mytyl/Tyltylschool De Thermiek, locatie marnixstraat",Marnixstraat 104.0 ,2316ga,104,52.1679184,4.4986304,2316GA,LEIDEN,Zuid-Holland,Closed,International Education Center,111.0,1900s,2010s,1900-01-01 to 2011-01-01,1900-01-01,2011-01-01,H
11AT01,D,ILOC,cbs De Windroos locatie Rustenburg,Furglerplein 9.0 ,3815kz,9,52.1679407,5.4153701,3815KZ,AMERSFOORT,Utrecht,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
19UQ01,D,ILOC,"Mytyl/Tyltylschool De Thermiek, locatie marnixstraat",Sumatrastraat 201.0 ,2315bd,201,52.16799779999999,4.5115588,2315BD,LEIDEN,Zuid-Holland,Closed,International Education Center,111.0,1900s,2010s,1900-01-01 to 2011-01-01,1900-01-01,2011-01-01,H
19JO05,D,ILOC,Openbare Daltonschool deBuut,Willaertstraat 45.0 -47,3766cp,45,52.1682796,5.281350799999999,3766CP,SOEST,Utrecht,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
29FN00,D,ILOC,St.Brede Bibliotheek Soest,Willaertstraat 49.0 ,3766cp,49,52.1683174,5.2824727,3766CP,SOEST,Utrecht,Closed,International Education Center,106.7,1900s,2000s,1900-01-01 to 2006-09-01,1900-01-01,2006-09-01,H
15WT03,D,ILOC,"obs ""De Wiekslag",Pelikaanstraat 1.0 ,3815bw,1,52.1684011,5.4052701,3815BW,AMERSFOORT,Utrecht,Active,International Education Center,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
00JT04,D,ILOC,"Guido de Brès, locatie Onderbouw",Paladijnenweg 253.0 ,3813hx,253,52.1692554,5.3893995,3813HX,AMERSFOORT,Utrecht,Closed,International Education Center,115.2,1900s,2010s,1900-01-01 to 2015-03-01,1900-01-01,2015-03-01,H
01VI03,D,ILOC,PCBS De Wegwijzer,Koning Karelpad 2.0 ,3813hc,2,52.170016,5.3870225,3813HC,AMERSFOORT,Utrecht,Closed,International Education Center,4.0,2010s,2010s,2013-08-01 to 2017-08-01,2013-08-01,2017-08-01,H
19JO03,D,ILOC,"obs Soest, De Klimop",Smitsweg 311.0 ,3765cj,311,52.1700925,5.2894874,3765CJ,SOEST,Utrecht,Closed,International Education Center,19.0,1980s,2000s,1985-08-01 to 2004-08-01,1985-08-01,2004-08-01,H
21GW05,D,ILOC,Centraal bureau,Marienpoelstraat 4.0 ,2334cz,4,52.1701685,4.4812721,2334CZ,LEIDEN,Zuid-Holland,Closed,International Education Center,108.0,1900s,2000s,1900-01-01 to 2008-01-01,1900-01-01,2008-01-01,H
