NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,education_sector,institution_type,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,is_active,CODE_STAND_RECORD,postcode_cleaned,location_type,function_type,temporal_status
21RS01,D,ILOC,vocational,international,cbs 'De Zonnewijzer' loc.Triangelstraat,Triangelstraat 150.0 -152,3822DJ,AMERSFOORT,Utrecht,1987-12-01,2011-01-01,False,H,3822dj,ILOC,D,Historical
22FH01,D,ILOC,vocational,international,nbbs De Kosmos,Engweg 3.0 ,3828CJ,HOOGLAND,Utrecht,1987-10-17,2000-07-21,False,H,3828cj,ILOC,D,Historical
21QW22,D,ILOC,vocational,international,Hs van Amsterdam,Tafelbergweg 51.0 ,1105BD,AMSTERDAM,Noord-Holland,1987-08-01,2001-07-30,False,H,1105bd,ILOC,D,Historical
21RO06,D,ILOC,vocational,international,"Sint Liduinaschool voor SO/VSO-ZMLK/MG, loc. Kameelstraat (VSO)",Kameelstraat 2.0 ,4817BS,BREDA,Noord-Brabant,1987-08-01,2002-08-01,False,H,4817bs,ILOC,D,Historical
21QK01,D,ILOC,vocational,international,Openbare basisschool Dick Bruna,Tollenslaan 163.0 ,2741XX,WADDINXVEEN,Zuid-Holland,1987-08-01,2003-08-01,False,H,2741xx,ILOC,D,Historical
21NU01,D,ILOC,vocational,international,Openbare Basisschool De Spiegel,Sorbonnelaan 190.0 ,6229HD,MAASTRICHT,Limburg,1987-08-01,2004-08-01,False,H,6229hd,ILOC,D,Historical
21OL01,D,ILOC,vocational,international,basisschool Prins Willem Alexander,Saturnusgeel 70.0 ,2718CT,ZOETERMEER,Zuid-Holland,1987-08-01,2005-12-01,False,H,2718ct,ILOC,D,Historical
21RO08,D,ILOC,vocational,international,"Sint Liduinaschool voor SO/VSO-ZMLK/MG, lesplaats ODC t Overstapje",Beethovenlaan 1.0 ,4941WB,RAAMSDONKSVEER,Noord-Brabant,1987-08-01,2007-08-01,False,H,4941wb,ILOC,D,Historical
21RO09,D,ILOC,vocational,international,"Sint Liduinaschool voor SO/VSO-ZMLK/MG, ODC De Paddestoel",Koraalstraat 64.0 ,4817HP,BREDA,Noord-Brabant,1987-08-01,2007-08-01,False,H,4817hp,ILOC,D,Historical
21SK04,D,ILOC,vocational,international,Lindenholt College (Stichting Eigen-wijs),Heyendaalseweg 235.0 ,6525SG,NIJMEGEN,Gelderland,1987-08-01,2008-08-01,False,H,6525sg,ILOC,D,Historical
21PA01,D,ILOC,vocational,international,De Toverbal (AZC),Vooraard 15.0 ,5507PN,VELDHOVEN,Noord-Brabant,1987-08-01,2008-12-01,False,H,5507pn,ILOC,D,Historical
21ND01,D,ILOC,vocational,international,Amsterdamweg 1a,Amsterdamweg 1.0 a,1324RL,ALMERE,Flevoland,1987-08-01,2009-08-01,False,H,1324rl,ILOC,D,Historical
21ND02,D,ILOC,vocational,international,"Nevenvestiging voor gr 1/2,1/2,1/2,8,8,7",Debussystraat 3.0 ,1323DA,ALMERE,Flevoland,1987-08-01,2009-08-01,False,H,1323da,ILOC,D,Historical
21PR01,D,ILOC,vocational,international,"basisschool 'Burgst'' , locatie Donkslagen",Donkslagen 34.0 ,4823KE,BREDA,Noord-Brabant,1987-08-01,2009-08-01,False,H,4823ke,ILOC,D,Historical
21RO02,D,ILOC,vocational,international,"Sint Liduinaschool voor SO/VSO-ZMLK/MG, loc. Namenstraat (SO-MG)",Namenstraat 62.0 ,4826LL,BREDA,Noord-Brabant,1987-08-01,2011-01-01,False,H,4826ll,ILOC,D,Historical
21RO03,D,ILOC,vocational,international,"Sint Liduinaschool voor SO/VSO-ZMLK/MG, loc. Neubourgstraat (SO)",Neubourgstraat 13.0 ,4834JL,BREDA,Noord-Brabant,1987-08-01,2011-01-01,False,H,4834jl,ILOC,D,Historical
21RO04,D,ILOC,vocational,international,"Sint Liduinaschool voor SO/VSO-ZMLK/MG, lesplaats Dr. Hans Berger",Galderseweg 81.0 ,4836AE,BREDA,Noord-Brabant,1987-08-01,2011-01-01,False,H,4836ae,ILOC,D,Historical
21RO04,D,ILOC,vocational,international,"Sint Liduinaschool voor SO/VSO-ZMLK/MG, lesplaats Dr. Hans Berger",Muldersteeg 6.0 ,4901ZG,OOSTERHOUT NB,Noord-Brabant,1987-08-01,2011-01-01,False,H,4901zg,ILOC,D,Historical
21RO05,D,ILOC,vocational,international,"Sint Liduinaschool voor SO/VSO-ZMLK/MG, loc. Groenensakker (MG)",De Polder 2.0 ,4891NR,RIJSBERGEN,Noord-Brabant,1987-08-01,2011-01-01,False,H,4891nr,ILOC,D,Historical
21RO07,D,ILOC,vocational,international,"Sint Liduinaschool voor SO/VSO-ZMLK/MG, loc. 1 Wolvenring",Wolvenring 34.0 ,4817GD,BREDA,Noord-Brabant,1987-08-01,2011-01-01,False,H,4817gd,ILOC,D,Historical
21RO11,D,ILOC,vocational,international,"Sint Liduinaschool voor SO/VSO-ZMLK/MG, loc. Rijnauwenstraat",Rijnauwenstraat 205.0 ,4834LD,BREDA,Noord-Brabant,1987-08-01,2011-01-01,False,H,4834ld,ILOC,D,Historical
21SG01,D,ILOC,vocational,international,"De Zonnewijzer, afdeling VSO",Meezenbroekerweg 44.0 ,6412VK,HEERLEN,Limburg,1987-08-01,2011-01-01,False,H,6412vk,ILOC,D,Historical
21SG02,D,ILOC,vocational,international,"De Zonnewijzer, afdeling Auti",Dr Clemens Meulemanstr 6.0 ,6418PD,HEERLEN,Limburg,1987-08-01,2011-01-01,False,H,6418pd,ILOC,D,Historical
21NR01,D,ILOC,vocational,international,"rkbs De Zevensprong, dependance",Keercamp 17.0 ,3992RV,HOUTEN,Utrecht,1987-08-01,2011-08-01,False,H,3992rv,ILOC,D,Historical
21OZ01,D,ILOC,vocational,international,"basisschool De Kruudwis, locatie Sleutelbloem",Sleutelbloem 28.0 ,5803KH,VENRAY,Limburg,1987-08-01,2015-01-01,False,H,5803kh,ILOC,D,Historical
21OQ01,D,ILOC,vocational,international,"basisschool 'De Vuurvogel', locatie Korte Schijfstraat",Korte Schijfstraat 1.0 ,5038SV,TILBURG,Noord-Brabant,1987-08-01,2015-04-01,False,H,5038sv,ILOC,D,Historical
21PQ01,D,ILOC,vocational,international,"basisschool 'De Driezwing', locatie Kraanvogel",Kraanvogel 6.0 ,4822RA,BREDA,Noord-Brabant,1987-08-01,2016-08-01,False,H,4822ra,ILOC,D,Historical
21PQ01,D,ILOC,vocational,international,"basisschool 'De Driezwing', locatie Kraanvogel",Kraanvogel 2.0 ,4822RA,BREDA,Noord-Brabant,1987-08-01,2016-08-01,False,H,4822ra,ILOC,D,Historical
21PQ01,D,ILOC,vocational,international,"basisschool 'De Driezwing', locatie Kraanvogel",Oeverzegge 1.0 ,4823MS,BREDA,Noord-Brabant,1987-08-01,2016-08-01,False,H,4823ms,ILOC,D,Historical
21QK02,D,ILOC,vocational,international,Openbare basisschool Dick Bruna,Zuidplashof 5.0 ,2743CR,WADDINXVEEN,Zuid-Holland,1987-08-01,2016-08-01,False,H,2743cr,ILOC,D,Historical
21QK02,D,ILOC,vocational,international,Openbare basisschool Dick Bruna,Sperwerhoek 6.0 ,2743GC,WADDINXVEEN,Zuid-Holland,1987-08-01,2016-08-01,False,H,2743gc,ILOC,D,Historical
21LX01,D,ILOC,vocational,international,De Draaimolen,Bachlaan 4.0 ,2992GK,BARENDRECHT,Zuid-Holland,1987-08-01,,True,H,2992gk,ILOC,D,Active
21PR02,D,ILOC,vocational,international,"basisschool 'Burgst', loc. Moeraszegge",Moeraszegge 73.0 ,4823MH,BREDA,Noord-Brabant,1987-08-01,,True,H,4823mh,ILOC,D,Active
21QH01,D,ILOC,vocational,international,De Bonkelaar,Jan Tooropstraat 47.0 ,7606JS,ALMELO,Overijssel,1987-08-01,,True,H,7606js,ILOC,D,Active
21QH02,D,ILOC,vocational,international,De Bonkelaar,De Rotsduif 26.0 ,7609VK,ALMELO,Overijssel,1987-08-01,,True,H,7609vk,ILOC,D,Active
21RE01,D,ILOC,vocational,international,De Terp,Nieuwendijk 40.0 ,5241BB,ROSMALEN,Noord-Brabant,1987-08-01,,True,H,5241bb,ILOC,D,Active
21NH01,D,ILOC,vocational,international,obs De Delta,Koggenland 90.0 ,1447CP,PURMEREND,Noord-Holland,1987-04-01,2012-08-01,False,H,1447cp,ILOC,D,Historical
21JA09,D,ILOC,vocational,international,Hs vd kunsten Oost Nederland,Hallenweg 5.0 ,7522NH,ENSCHEDE,Overijssel,1987-01-01,2000-07-01,False,H,7522nh,ILOC,D,Historical
21KC,U,ROC,vocational,main,ROC Hogeschool Haarlem,Kruisstraat 8.0 -10,2011PX,HAARLEM,Noord-Holland,1987-01-01,2011-08-01,False,H,2011px,ROC,U,Historical
21KC,U,ROC,vocational,main,Hogeschool INHOLLAND,Theresiastraat 8.0 ,2593AN,'S-GRAVENHAGE,Zuid-Holland,1987-01-01,2011-08-01,False,H,2593an,ROC,U,Historical
21JR02,D,ILOC,vocational,international,"S.Jonkerenschool, locatie Guido Gezelleweg",Guido Gezelleweg 12.0 ,3076EB,ROTTERDAM,Zuid-Holland,1986-12-15,2001-08-01,False,H,3076eb,ILOC,D,Historical
21JR01,D,ILOC,vocational,international,"S. Jonkerenschool, locatie Cornelis Danckertssstraat",Cornelis Danckertsstraat 32.0 ,3067XG,ROTTERDAM,Zuid-Holland,1986-12-15,2005-08-01,False,H,3067xg,ILOC,D,Historical
21IZ02,D,ILOC,vocational,international,De Vuurvlinder,Anthony Fokkerstraat 1.0 a,5224BA,'S-HERTOGENBOSCH,Noord-Brabant,1986-12-15,2009-01-01,False,H,5224ba,ILOC,D,Historical
21KO01,D,ILOC,vocational,international,"Nevenvestiging Fluitekruidstraat (gr 1/2,5,5)",Fluitekruidstraat 17.0 ,1313KS,ALMERE,Flevoland,1986-09-01,2009-02-24,False,H,1313ks,ILOC,D,Historical
04EP01,D,ILOC,vocational,international,"Xaveriusschool, locatie A (Overhovenerstraat)",Overhovenerstraat 31.0 ,6131BX,SITTARD,Limburg,1986-09-01,2011-01-01,False,H,6131bx,ILOC,D,Historical
04EP02,D,ILOC,vocational,international,"Xaveriusschool, locatie Xonar MKD Limbricht",Onderste Sittarderweg 2.0 ,6141AZ,LIMBRICHT,Limburg,1986-09-01,2016-08-01,False,H,6141az,ILOC,D,Historical
04EP02,D,ILOC,vocational,international,"Xaveriusschool, locatie Xonar MKD Limbricht",Munnikstraat 10.0 ,6123AR,HOLTUM,Limburg,1986-09-01,2016-08-01,False,H,6123ar,ILOC,D,Historical
03BO02,D,ILOC,vocational,international,Instutuut voor Information Engineering,Stationsplein 5.0 ,1315KS,ALMERE,Flevoland,1986-08-01,2000-07-01,False,H,1315ks,ILOC,D,Historical
20KX01,D,ILOC,vocational,international,De Rotonde,Kreeftstraat 44.0 ,3067JV,ROTTERDAM,Zuid-Holland,1986-08-01,2002-08-01,False,A,3067jv,ILOC,D,Historical
03AG01,D,ILOC,vocational,international,pcbs De Hoeksteen,Joke Smitkade 14.0 ,1991RR,VELSERBROEK,Noord-Holland,1986-08-01,2003-04-01,False,H,1991rr,ILOC,D,Historical
03TU02,D,ILOC,vocational,international,Orthopedagogisch Instituut Op Maat,Jongkindt Coninckstraat 36.0 ,2406AP,ALPHEN AAN DEN RIJN,Zuid-Holland,1986-08-01,2003-08-01,False,H,2406ap,ILOC,D,Historical
06NG01,D,ILOC,vocational,international,Petrus Dathenusschool,Vlechttuinen 3.0 ,8322BA,URK,Flevoland,1986-08-01,2003-08-01,False,H,8322ba,ILOC,D,Historical
15JE01,D,ILOC,vocational,international,obs De Molenweid,Aletta Jacobsstraat 74.0 ,1991TB,VELSERBROEK,Noord-Holland,1986-08-01,2005-07-27,False,H,1991tb,ILOC,D,Historical
16ND01,D,ILOC,vocational,international,Basisschool Noordhove loc. Klimop,Bokkenweide 1.0 -3,2727GN,ZOETERMEER,Zuid-Holland,1986-08-01,2007-08-01,False,H,2727gn,ILOC,D,Historical
12HM01,D,ILOC,vocational,international,cbs De Regenboog,David van Bourgondieweg 7.0 ,3961VZ,WIJK BIJ DUURSTEDE,Utrecht,1986-08-01,2008-01-01,False,H,3961vz,ILOC,D,Historical
17LU01,D,ILOC,vocational,international,De Klinker,Noordakker 4.0 ,3206TC,SPIJKENISSE,Zuid-Holland,1986-08-01,2008-08-01,False,H,3206tc,ILOC,D,Historical
01XA01,D,ILOC,vocational,international,"SBO De Werf, locatie Het Baken",James Cookstraat 10.0 ,3814XD,AMERSFOORT,Utrecht,1986-08-01,2009-01-01,False,H,3814xd,ILOC,D,Historical
21KE02,D,ILOC,vocational,international,basisschool Het Palet loc. Verhagenplein,Verhagenplein 9.0 ,2671HS,NAALDWIJK,Zuid-Holland,1986-08-01,2009-01-01,False,H,2671hs,ILOC,D,Historical
16UC01,D,ILOC,vocational,international,obs De Boemerang,De Graeffweg 70.0 ,1446BK,PURMEREND,Noord-Holland,1986-08-01,2009-08-01,False,H,1446bk,ILOC,D,Historical
03AH01,D,ILOC,vocational,international,Venlose Montessori School dependance,Rijnbeekstraat 12.0 ,5913GB,VENLO,Limburg,1986-08-01,2009-12-31,False,H,5913gb,ILOC,D,Historical
03AH01,D,ILOC,vocational,international,Venlose Montessori School dependance,Craneveldstraat 187.0 ,5914SH,VENLO,Limburg,1986-08-01,2009-12-31,False,H,5914sh,ILOC,D,Historical
10ZM01,D,ILOC,vocational,international,"basisschool 'Kievitsloop', locatie Blokmoeren",Blokmoeren 14.0 ,4824JN,BREDA,Noord-Brabant,1986-08-01,2009-12-31,False,H,4824jn,ILOC,D,Historical
19YH01,D,ILOC,vocational,international,Basisschool Olof Palme,Beukstraat 13.0 ,5151ZK,DRUNEN,Noord-Brabant,1986-08-01,2011-08-01,False,H,5151zk,ILOC,D,Historical
00CB03,D,ILOC,vocational,international,Tobiasstroom,Prof. Lorentzlaan 16.0 ,3701CC,ZEIST,Utrecht,1986-08-01,2013-08-01,False,H,3701cc,ILOC,D,Historical
13PE05,D,ILOC,vocational,international,Varendonck-College Praktijkonderwijs,Kanaalstraat 12.0 -14,5711EH,SOMEREN,Noord-Brabant,1986-08-01,2013-08-01,False,H,5711eh,ILOC,D,Historical
09AZ01,D,ILOC,vocational,international,Basisschool De Vijfhoeven,Van Limburg Stirumlaan 2.0 ,5252AW,VLIJMEN,Noord-Brabant,1986-08-01,2015-04-01,False,H,5252aw,ILOC,D,Historical
08FH01,D,ILOC,vocational,international,De Verrekijker,Paepestraat 23.0 ,6931CP,WESTERVOORT,Gelderland,1986-08-01,2015-08-01,False,H,6931cp,ILOC,D,Historical
01VQ01,D,ILOC,vocational,international,rkbs De Beekvliet,Joke Smitkade 10.0 ,1991RR,VELSERBROEK,Noord-Holland,1986-08-01,,True,H,1991rr,ILOC,D,Active
09KK01,D,ILOC,vocational,international,"basisschool 'De Wichelroede', locatie Goudsbloem",Goudsbloem 66.0 ,5071EZ,UDENHOUT,Noord-Brabant,1986-08-01,,True,H,5071ez,ILOC,D,Active
15CC01,D,ILOC,vocational,international,De Hoeksteen,Schiestraat 2.0 ,3207BN,SPIJKENISSE,Zuid-Holland,1986-08-01,,True,H,3207bn,ILOC,D,Active
15CC01,D,ILOC,vocational,international,De Hoeksteen,Rijnlaan 25.0 ,3207PE,SPIJKENISSE,Zuid-Holland,1986-08-01,,True,A,3207pe,ILOC,D,Active
21KE01,D,ILOC,vocational,international,basisschool Het Palet loc. Fontein,Fonteinstraat 8.0 ,2685CG,POELDIJK,Zuid-Holland,1986-08-01,,True,H,2685cg,ILOC,D,Active
21KE01,D,ILOC,vocational,international,basisschool Het Palet loc. Poeldijk,Bernardolaan 16.0 ,2685WB,POELDIJK,Zuid-Holland,1986-08-01,,True,H,2685wb,ILOC,D,Active
21KE03,D,ILOC,vocational,international,basisschool Het Palet loc. Hofwijk,Hofwijk 3.0 ,2675BW,HONSELERSDIJK,Zuid-Holland,1986-08-01,,True,H,2675bw,ILOC,D,Active
21KE03,D,ILOC,vocational,international,basisschool Het Palet locatie Honselersdijk,Adelaarshorst 23.0 ,2675WJ,HONSELERSDIJK,Zuid-Holland,1986-08-01,,True,H,2675wj,ILOC,D,Active
07MI02,D,ILOC,vocational,international,locatie de Vogelwiek,De Vink 6.0 ,7905HN,HOOGEVEEN,Drenthe,1986-04-01,2004-08-01,False,H,7905hn,ILOC,D,Historical
16GW02,D,ILOC,vocational,international,SBO Het Spectrum,Van Bergen Ijzendoornprk 45.0 ,2801AB,GOUDA,Zuid-Holland,1985-09-01,2008-08-01,False,H,2801ab,ILOC,D,Historical
04EY03,D,ILOC,vocational,international,"Korczakschool voor SO/VSO-ZMOK, afdeling Het Traject, locatie Braakman",Braakmanweg 5.0 ,4521PV,BIERVLIET,Zeeland,1985-09-01,2011-01-01,False,H,4521pv,ILOC,D,Historical
04EY04,D,ILOC,vocational,international,"Korczakschool voor SO/VSO-ZMOK, afdeling SO Keurhove",Keurhove 3.0 ,4336GN,MIDDELBURG,Zeeland,1985-09-01,2011-01-01,False,H,4336gn,ILOC,D,Historical
04EY02,D,ILOC,vocational,international,"Korczakschool voor SO/VSO-ZMOK, afdeling Het Traject locatie Kleverskerkseweg",Kleverskerkseweg 17.0 ,4338PA,MIDDELBURG,Zeeland,1985-09-01,2012-01-01,False,H,4338pa,ILOC,D,Historical
04EY01,D,ILOC,vocational,international,"Korczakschool voor SO/VSO-ZMOK, locatie Ithakaschool",Oostmolenweg 79.0 ,4481PM,KLOETINGE,Zeeland,1985-09-01,2012-08-01,False,H,4481pm,ILOC,D,Historical
08FB01,D,ILOC,vocational,international,"obs 'Meander', locatie De Hoogstraat",Hoogstraat 10.0 ,3956NA,LEERSUM,Utrecht,1985-08-01,1999-08-01,False,H,3956na,ILOC,D,Historical
05DF01,D,ILOC,vocational,international,R.K. basisschool De Zonnewijzer,Mgr Driessenstraat 1.0 a,6043CV,ROERMOND,Limburg,1985-08-01,2000-02-21,False,H,6043cv,ILOC,D,Historical
12AE01,D,ILOC,vocational,international,cbs Ten Boom,Fazantenkamp 159.0 a,3607CH,MAARSSEN,Utrecht,1985-08-01,2000-02-23,False,H,3607ch,ILOC,D,Historical
06GK01,D,ILOC,vocational,international,De Wiltzangh,Willem Leevendstraat 7.0 ,1055KB,AMSTERDAM,Noord-Holland,1985-08-01,2000-03-01,False,H,1055kb,ILOC,D,Historical
13PR01,D,ILOC,vocational,international,Basissch.Prof.dr.H.Kraemer,Wildeman 31.0 ,1068BH,AMSTERDAM,Noord-Holland,1985-08-01,2000-03-01,False,H,1068bh,ILOC,D,Historical
13TP01,D,ILOC,vocational,international,De Ark (opvangklas),Van Marumstraat 6.0 ,2012XV,HAARLEM,Noord-Holland,1985-08-01,2000-03-01,False,H,2012xv,ILOC,D,Historical
18ZX01,D,ILOC,vocational,international,Joop Westerweel,Marco Polostraat 180.0 ,1057WX,AMSTERDAM,Noord-Holland,1985-08-01,2000-03-01,False,H,1057wx,ILOC,D,Historical
18ZX02,D,ILOC,vocational,international,Joop Westerweel,Balboastraat 1.0 -3,1057VS,AMSTERDAM,Noord-Holland,1985-08-01,2000-03-01,False,H,1057vs,ILOC,D,Historical
19AZ01,D,ILOC,vocational,international,Corantijn,Corantijnstraat 9.0 ,1058DA,AMSTERDAM,Noord-Holland,1985-08-01,2000-03-02,False,H,1058da,ILOC,D,Historical
20SK01,D,ILOC,vocational,international,Louis Bouwmeester,Lobo-Braakensiekstraat 4.0 ,1065HN,AMSTERDAM,Noord-Holland,1985-08-01,2000-03-02,False,H,1065hn,ILOC,D,Historical
16GN03,D,ILOC,vocational,international,o.b.s. De Windvaan,Hogerbeetsstraat 14.0 ,1624XJ,HOORN NH,Noord-Holland,1985-08-01,2000-03-28,False,H,1624xj,ILOC,D,Historical
19AO02,D,ILOC,vocational,international,locatie ojs De Feniks,Gibraltar 2.0 ,1503BM,ZAANDAM,Noord-Holland,1985-08-01,2000-04-01,False,H,1503bm,ILOC,D,Historical
09WY01,D,ILOC,vocational,international,Heilig Hartschool,Weimarstraat 300.0 ,2562HS,'S-GRAVENHAGE,Zuid-Holland,1985-08-01,2000-05-01,False,H,2562hs,ILOC,D,Historical
10ES01,D,ILOC,vocational,international,De Springplank (voorheen Rh-202),Achterbergsestraatweg 12.0 ,3911CT,RHENEN,Utrecht,1985-08-01,2000-05-17,False,H,3911ct,ILOC,D,Historical
04JU01,D,ILOC,vocational,international,p.c.b.s. De Wingerd dislocatie van Skoalle mei de Bibel,Ikkersreed 5.0 ,9289KZ,DROGEHAM,Friesland,1985-08-01,2000-07-17,False,H,9289kz,ILOC,D,Historical
01VI01,D,ILOC,vocational,international,De Wonderboom (disl.),De Bonte Koe 1.0 ,3824XM,AMERSFOORT,Utrecht,1985-08-01,2000-08-01,False,H,3824xm,ILOC,D,Historical
03UJ01,D,ILOC,vocational,international,De Langewieke (Groepen 1 en 2),Langewijk 178.0 a,7701AK,DEDEMSVAART,Overijssel,1985-08-01,2000-08-01,False,H,7701ak,ILOC,D,Historical
06BM01,D,ILOC,vocational,international,o.b.s. De Piramide,Not Steenpoortestraat 55.0 ,1619CV,ANDIJK,Noord-Holland,1985-08-01,2000-08-01,False,H,1619cv,ILOC,D,Historical
06IJ01,D,ILOC,vocational,international,dislocatie Tarcisius,St. Gregoriuslaan 11.0 ,6442AE,BRUNSSUM,Limburg,1985-08-01,2000-08-01,False,H,6442ae,ILOC,D,Historical
07QW01,D,ILOC,vocational,international,Basisschool De Wegwijzer,Schoolstraat 4.0 ,1431BG,AALSMEER,Noord-Holland,1985-08-01,2000-08-01,False,H,1431bg,ILOC,D,Historical
07UA01,D,ILOC,vocational,international,Montessorischool Parijsch,Prijsseweg 47.0 ,4105LE,CULEMBORG,Gelderland,1985-08-01,2000-08-01,False,H,4105le,ILOC,D,Historical
10BI01,D,ILOC,vocational,international,De Rietput/'t Spijkseveld,Spijkse Kweldijk 106.0 ,4211CX,SPIJK GEM WEST BETUWE,Gelderland,1985-08-01,2000-08-01,False,H,4211cx,ILOC,D,Historical
10GA01,D,ILOC,vocational,international,Prinses Ireneschool,'s-Heer Elsdorpweg 2.0 ,4461WK,GOES,Zeeland,1985-08-01,2000-08-01,False,H,4461wk,ILOC,D,Historical
11LM01,D,ILOC,vocational,international,de Toverbal,Kruitweg 12.0 ,5801XT,VENRAY,Limburg,1985-08-01,2000-08-01,False,H,5801xt,ILOC,D,Historical
12JI04,D,ILOC,vocational,international,Het Spectrum,Essenburg 24.0 ,2402KP,ALPHEN AAN DEN RIJN,Zuid-Holland,1985-08-01,2000-08-01,False,H,2402kp,ILOC,D,Historical
12KH01,D,ILOC,vocational,international,Frits Bode school (gr 1 en 2),Middelbuurt 118.0 ,8321ZE,URK,Flevoland,1985-08-01,2000-08-01,False,H,8321ze,ILOC,D,Historical
12RC02,D,ILOC,vocational,international,dislocatie,Langelaan 4.0 a,9231EN,SURHUISTERVEEN,Friesland,1985-08-01,2000-08-01,False,H,9231en,ILOC,D,Historical
13SN01,D,ILOC,vocational,international,basisschool De Develhoek,Bazuinstraat 26.0 ,3335DD,ZWIJNDRECHT,Zuid-Holland,1985-08-01,2000-08-01,False,H,3335dd,ILOC,D,Historical
13SN02,D,ILOC,vocational,international,basisschool De Develhoek,Roerdompstraat 3.0 -5,3334AG,ZWIJNDRECHT,Zuid-Holland,1985-08-01,2000-08-01,False,H,3334ag,ILOC,D,Historical
15VE01,D,ILOC,vocational,international,pcbs De Fontein,Reggestraat 38.0 ,1784XN,DEN HELDER,Noord-Holland,1985-08-01,2000-08-01,False,H,1784xn,ILOC,D,Historical
15WB01,D,ILOC,vocational,international,St.Joannesschool,Ferdinand Bolstraat 190.0 -192,1072LW,AMSTERDAM,Noord-Holland,1985-08-01,2000-08-01,False,H,1072lw,ILOC,D,Historical
16JY01,D,ILOC,vocational,international,dependance Strobbetun v.d. Wiardaskoalle,Binnentun 1.0 ,9084CH,GOUTUM,Friesland,1985-08-01,2000-08-01,False,H,9084ch,ILOC,D,Historical
16WW01,D,ILOC,vocational,international,o.b.s. De Dobbelsteen,Dovenetel 78.0 ,1689SM,ZWAAG,Noord-Holland,1985-08-01,2000-08-01,False,H,1689sm,ILOC,D,Historical
17EH01,D,ILOC,vocational,international,"obs De Hoge Raven, loc. Opvangcentrum",Ridderlaan 2.0 ,3523HT,UTRECHT,Utrecht,1985-08-01,2000-08-01,False,H,3523ht,ILOC,D,Historical
06CX01,D,ILOC,vocational,international,"O.B.S. De Bogerd, locatie 't Uilenest",Groenestraat 33.0 ,5327AD,HURWENEN,Gelderland,1985-08-01,2000-08-29,False,H,5327ad,ILOC,D,Historical
06CX02,D,ILOC,vocational,international,"O.B.S. De Bogerd, locatie Aarkehof",mgr. Bekkersplein 2.0 ,5328CK,ROSSUM GLD,Gelderland,1985-08-01,2000-08-29,False,H,5328ck,ILOC,D,Historical
11WD01,D,ILOC,vocational,international,Het Baken II (Petenbos),Margaretha Turnorlaan 5.0 ,3903WK,VEENENDAAL,Utrecht,1985-08-01,2000-08-31,False,H,3903wk,ILOC,D,Historical
08CD01,D,ILOC,vocational,international,Montessorischool,Plantage 164.0 ,1943LR,BEVERWIJK,Noord-Holland,1985-08-01,2000-09-01,False,H,1943lr,ILOC,D,Historical
18RL01,D,ILOC,vocational,international,Alineos,Mijnzetellaan 8.0 ,6412EN,HEERLEN,Limburg,1985-08-01,2000-09-01,False,H,6412en,ILOC,D,Historical
13JW01,D,ILOC,vocational,international,De Kameleon,Maasstraat 119.0 ,7417AG,DEVENTER,Overijssel,1985-08-01,2000-10-02,False,H,7417ag,ILOC,D,Historical
10CR01,D,ILOC,vocational,international,'t Vogelnest,Leeuwerik 3.0 ,2411KR,BODEGRAVEN,Zuid-Holland,1985-08-01,2001-01-01,False,H,2411kr,ILOC,D,Historical
12ZU02,D,ILOC,vocational,international,De Viersprong (asielzoekers),Kleverlaan 12.0 ,2023JG,HAARLEM,Noord-Holland,1985-08-01,2001-01-01,False,H,2023jg,ILOC,D,Historical
17MC01,D,ILOC,vocational,international,basisschool Bohemen/Kijkduin,Westkapellelaan 220.0 ,2554BD,'S-GRAVENHAGE,Zuid-Holland,1985-08-01,2001-01-01,False,H,2554bd,ILOC,D,Historical
15DV01,D,ILOC,vocational,international,Schoolvereniging Aerdenhout-Bentveld,Schulpweg 2.0 ,2111AM,AERDENHOUT,Noord-Holland,1985-08-01,2001-01-02,False,H,2111am,ILOC,D,Historical
20TX04,D,ILOC,vocational,international,6e Montessorischool Anne Frank,Uiterwaardenstraat 236.0 ,1079CW,AMSTERDAM,Noord-Holland,1985-08-01,2001-02-27,False,H,1079cw,ILOC,D,Historical
06GY01,D,ILOC,vocational,international,St. Laurentius,Sch van Hertefeltstraat 10.0 ,6042XW,ROERMOND,Limburg,1985-08-01,2001-03-20,False,H,6042xw,ILOC,D,Historical
10ZW01,D,ILOC,vocational,international,Basisschool Panningen-Zuid (5lie en 4wil),Raadhuisstraat 315.0 ,5981BE,PANNINGEN,Limburg,1985-08-01,2001-04-01,False,H,5981be,ILOC,D,Historical
05TT01,D,ILOC,vocational,international,Valerius,Kerkstraat 6.0 ,4351AK,VEERE,Zeeland,1985-08-01,2001-07-01,False,H,4351ak,ILOC,D,Historical
17XB02,D,ILOC,vocational,international,"pcbs De Piramide, loc. Prof.H.Bavinckstr.",Prof. H. Bavinckstraat 3.0 ,3555GS,UTRECHT,Utrecht,1985-08-01,2001-07-16,False,H,3555gs,ILOC,D,Historical
03TB01,D,ILOC,vocational,international,rkbs De Malelande,Juttepeergaarde 2.0 ,3824BE,AMERSFOORT,Utrecht,1985-08-01,2001-08-01,False,H,3824be,ILOC,D,Historical
